id_vente,date,heure,id_produit,nom_produit,prix_produit,categorie_produit,quantite,pays,ville,methode_paiement,statut_commande,satisfaction_client
V003139,2023-01-17,04:37:00,P019,Couverture chauffante,44.99,Maison,3,France,Ville_26_France,Google Pay,En cours de traitement,3
V003140,2023-07-15,05:03:00,P008,Chaussures de sport,89.99,Vêtements,3,France,Ville_5_France,Google Pay,En cours de traitement,10
V003141,2023-02-19,04:11:00,P004,Casque audio sans fil,149.99,Électronique,1,France,Ville_14_France,PayPal,Annulée,2
V003142,2023-04-10,20:25:00,P009,Aspirateur robot,199.99,Électroménager,5,Allemagne,Ville_36_Allemagne,Virement bancaire,Livrée,3
V003143,2023-06-18,11:46:00,P014,Appareil photo numérique,349.99,Électronique,4,France,Ville_27_France,Virement bancaire,Livrée,5
V003144,2023-01-03,00:49:00,P020,Jeu de société,29.99,Loisirs,4,Allemagne,Ville_21_Allemagne,PayPal,Annulée,1
V003145,2023-10-09,07:22:00,P013,Sac à dos,39.99,Accessoires,2,France,Ville_11_France,Carte de crédit,Livrée,1
X003146,2023-01-27,09:29:00,P016,Tapis de yoga,29.99,Sport,5,Allemagne,Ville_7_Allemagne,PayPal,Expédiée,4
V003147,2023-11-24,05:03:00,P012,Enceinte Bluetooth,59.99,Électronique,1,France,Ville_39_France,Carte de crédit,En cours de traitement,5
V003148,2023-04-12,03:32:00,P019,Couverture chauffante,44.99,Maison,2,France,Ville_45_France,Carte de crédit,En cours de traitement,4
V003149,2023-01-11,05:16:00,P008,Chaussures de sport,89.99,Vêtements,3,Royaume-Uni,Ville_43_Royaume-Uni,Google Pay,En cours de traitement,1
V003150,2023-11-24,00:43:00,P002,Ordinateur portable,899.99,Électronique,1,France,Ville_46_France,Virement bancaire,Livrée,4
V003151,2023-07-29,03:21:00,P006,Machine à café,79.99,Électroménager,4,France,Ville_27_France,Google Pay,Expédiée,5
V003152,2023-10-16,23:25:00,P005,T-shirt,19.99,Vêtements,4,France,Ville_4_France,PayPal,Expédiée,2
V003153,2023-11-20,00:04:00,P009,Aspirateur robot,199.99,Électroménager,4,France,Ville_36_France,Virement bancaire,En cours de traitement,3
V003154,2023-09-24,17:58:00,P005,T-shirt,19.99,Vêtements,1,France,Ville_9_France,Carte de crédit,Expédiée,5
V003155,2023-08-31,11:51:00,P013,Sac à dos,39.99,Accessoires,1,Espagne,Ville_45_Espagne,Virement bancaire,Expédiée,1
V003156,2023-11-24,21:37:00,P009,Aspirateur robot,199.99,Électroménager,3,Suisse,Ville_45_Suisse,Google Pay,Annulée,4
V003157,2023-12-16,16:52:00,P016,Tapis de yoga,29.99,Sport,1,Allemagne,Ville_33_Allemagne,PayPal,En cours de traitement,4
V003158,2023-09-22,06:53:00,P016,Tapis de yoga,29.99,Sport,2,France,Ville_26_France,PayPal,Expédiée,5
V003159,2023-03-18,13:41:00,P020,Jeu de société,29.99,Loisirs,3,Royaume-Uni,Ville_2_Royaume-Uni,Virement bancaire,Annulée,1
V003160,2023-08-04,05:08:00,P008,Chaussures de sport,89.99,Vêtements,3,Allemagne,Ville_31_Allemagne,Carte de crédit,Livrée,2
V003161,2023-03-21,11:29:00,P020,Jeu de société,29.99,Loisirs,5,Espagne,Ville_34_Espagne,Apple Pay,Annulée,4
V003162,2023-12-02,08:22:00,P016,Tapis de yoga,29.99,Sport,2,France,Ville_12_France,Apple Pay,Annulée,4
V003163,2023-01-09,06:46:00,P009,Aspirateur robot,199.99,Électroménager,4,Italie,Ville_45_Italie,Carte de crédit,Annulée,5
V003164,2023-09-11,23:15:00,P016,Tapis de yoga,29.99,Sport,3,France,Ville_24_France,Google Pay,Expédiée,4
V003165,2023-03-29,13:33:00,P013,Sac à dos,39.99,Accessoires,3,France,Ville_27_France,Virement bancaire,Livrée,2
V003166,2023-02-17,06:09:00,P020,Jeu de société,29.99,Loisirs,4,France,Ville_2_France,Virement bancaire,Livrée,1
V003167,2023-04-03,02:13:00,P019,Couverture chauffante,44.99,Maison,2,Royaume-Uni,Ville_28_Royaume-Uni,Google Pay,Expédiée,4
V003168,2023-12-21,20:56:00,P003,Livre de cuisine,24.99,Livres,3,Espagne,Ville_44_Espagne,Google Pay,Livrée,4
V003169,2023-03-25,06:25:00,P003,Livre de cuisine,24.99,Livres,3,Espagne,Ville_9_Espagne,Virement bancaire,Expédiée,1
V003170,2023-02-09,00:54:00,P012,Enceinte Bluetooth,59.99,Électronique,1,France,Ville_22_France,Google Pay,Annulée,2
V003171,2023-02-16,03:10:00,P014,Appareil photo numérique,349.99,Électronique,5,France,Ville_13_France,PayPal,Livrée,3
V003172,2023-10-22,03:44:00,P019,Couverture chauffante,44.99,Maison,1,France,Ville_21_France,Virement bancaire,Expédiée,2
V003173,2023-02-11,21:39:00,P016,Tapis de yoga,29.99,Sport,3,Allemagne,Ville_16_Allemagne,Google Pay,Expédiée,4
V003174,2023-02-25,13:16:00,P012,Enceinte Bluetooth,59.99,Électronique,2,France,Ville_22_France,Google Pay,En cours de traitement,3
V003175,2023-06-16,06:00:00,P010,Montre connectée,129.99,Électronique,3,France,Ville_13_France,Carte de crédit,Annulée,1
V003176,2023-07-06,13:36:00,P012,Enceinte Bluetooth,59.99,Électronique,1,France,Ville_46_France,PayPal,En cours de traitement,3
V003177,2023-03-21,19:22:00,P008,Chaussures de sport,89.99,Vêtements,3,Allemagne,Ville_43_Allemagne,PayPal,Expédiée,5
V003178,2023-09-19,03:40:00,P010,Montre connectée,129.99,Électronique,3,Allemagne,Ville_17_Allemagne,Google Pay,Expédiée,2
V003179,2023-11-15,22:52:00,P005,T-shirt,19.99,Vêtements,5,Suisse,Ville_45_Suisse,PayPal,Expédiée,1
V003180,2023-08-11,22:00:00,P008,Chaussures de sport,89.99,Vêtements,1,Italie,Ville_38_Italie,Apple Pay,Expédiée,10
V003181,2023-08-11,04:26:00,P006,Machine à café,79.99,Électroménager,1,Allemagne,Ville_23_Allemagne,Carte de crédit,En cours de traitement,3
V003182,2023-01-10,21:20:00,P009,Aspirateur robot,199.99,Électroménager,3,Pays-Bas,Ville_10_Pays-Bas,Apple Pay,Expédiée,1
V003183,2023-06-16,01:13:00,P015,Mixeur,34.99,Électroménager,3,France,Ville_9_France,Google Pay,Annulée,3
V003184,2023-02-26,14:44:00,P020,Jeu de société,29.99,Loisirs,1,France,Ville_8_France,Virement bancaire,Livrée,3
V003185,2023-12-16,14:52:00,P014,Appareil photo numérique,349.99,Électronique,3,Espagne,Ville_11_Espagne,Apple Pay,Annulée,5
V003186,2023-01-22,19:12:00,P013,Sac à dos,39.99,Accessoires,1,Allemagne,Ville_46_Allemagne,Apple Pay,En cours de traitement,3
V003187,2023-05-17,11:01:00,P009,Aspirateur robot,199.99,Électroménager,2,France,Ville_28_France,Google Pay,Annulée,1
V003188,2023-02-12,11:59:00,P005,T-shirt,19.99,Vêtements,5,France,Ville_35_France,Google Pay,Annulée,1
V003189,2023-03-12,10:49:00,P008,Chaussures de sport,89.99,Vêtements,1,France,Ville_8_France,PayPal,En cours de traitement,2
V003190,2023-04-24,02:12:00,P017,Stylo de luxe,49.99,Papeterie,1,France,Ville_14_France,Carte de crédit,Annulée,1
V003191,2023-07-30,20:44:00,P019,Couverture chauffante,44.99,Maison,1,Royaume-Uni,Ville_20_Royaume-Uni,Apple Pay,Expédiée,2
V003192,2023-09-14,05:59:00,P011,Roman bestseller,14.99,Livres,3,France,Ville_31_France,Apple Pay,Expédiée,2
V003193,2023-09-17,19:50:00,P020,Jeu de société,29.99,Loisirs,5,France,Ville_31_France,Carte de crédit,En cours de traitement,5
V003194,2023-05-04,02:52:00,P015,Mixeur,34.99,Électroménager,3,France,Ville_19_France,Virement bancaire,Livrée,4
V003195,2023-09-24,12:43:00,P001,Smartphone,499.99,Électronique,2,France,Ville_15_France,Google Pay,Livrée,1
V003196,2023-08-16,12:30:00,P001,Smartphone,499.99,Électronique,5,France,Ville_29_France,Virement bancaire,En cours de traitement,4
V003197,2023-09-28,23:57:00,P008,Chaussures de sport,89.99,Vêtements,3,France,Ville_47_France,Carte de crédit,Expédiée,3
V003198,2023-12-17,01:58:00,P011,Roman bestseller,14.99,Livres,1,France,Ville_18_France,Carte de crédit,Expédiée,5
V003199,2023-12-29,01:20:00,P020,Jeu de société,29.99,Loisirs,4,France,Ville_30_France,Google Pay,Expédiée,1
V003200,2023-11-22,10:30:00,P016,Tapis de yoga,29.99,Sport,5,Espagne,Ville_17_Espagne,Carte de crédit,Annulée,1
V003201,2023-10-21,18:14:00,P010,Montre connectée,129.99,Électronique,2,France,Ville_13_France,Google Pay,Annulée,1
V003202,2023-09-03,23:39:00,P016,Tapis de yoga,29.99,Sport,2,Belgique,Ville_14_Belgique,Apple Pay,Livrée,2
V003203,2023-05-06,22:51:00,P019,Couverture chauffante,44.99,Catégorie Invalide,3,France,Ville_4_France,Virement bancaire,En cours de traitement,4
V003204,2023-06-11,18:07:00,P012,Enceinte Bluetooth,59.99,Électronique,1,France,Ville_31_France,Carte de crédit,En cours de traitement,1
V003205,2023-09-19,12:33:00,P017,Stylo de luxe,49.99,Papeterie,3,Espagne,Ville_2_Espagne,Apple Pay,Expédiée,1
V003206,2023-03-28,17:37:00,P018,Parfum,69.99,Beauté,3,Royaume-Uni,Ville_20_Royaume-Uni,Virement bancaire,Expédiée,2
V003207,2023-06-28,19:34:00,P013,Sac à dos,39.99,Accessoires,3,France,Ville_22_France,Carte de crédit,En cours de traitement,5
V003208,2023-08-29,15:15:00,P003,Livre de cuisine,24.99,Livres,4,France,Ville_33_France,Google Pay,En cours de traitement,1
V003209,2023-04-01,14:27:00,P013,Sac à dos,39.99,Accessoires,3,France,Ville_33_France,Virement bancaire,Livrée,3
V003210,2023-03-12,11:06:00,P008,Chaussures de sport,89.99,Vêtements,1,Espagne,Ville_25_Espagne,Carte de crédit,Annulée,5
V003211,2023-05-31,18:42:00,P005,T-shirt,19.99,Vêtements,5,Portugal,Ville_14_Portugal,Virement bancaire,En cours de traitement,4
V003212,2023-05-16,12:23:00,P014,Appareil photo numérique,349.99,Électronique,3,Espagne,Ville_32_Espagne,Carte de crédit,En cours de traitement,2
V003213,2023-07-17,04:09:00,P007,Tablette,299.99,Électronique,4,Allemagne,Ville_3_Allemagne,Google Pay,Annulée,1
V003214,2023-08-25,18:22:00,P013,Sac à dos,-39.99,Accessoires,3,Pays-Bas,Ville_3_Pays-Bas,Virement bancaire,En cours de traitement,4
V003215,2023-03-23,13:38:00,P008,Chaussures de sport,89.99,Catégorie Invalide,2,France,Ville_21_France,Apple Pay,Livrée,1
V003216,2023-08-23,05:03:00,P018,Parfum,69.99,Beauté,1,France,Ville_46_France,Apple Pay,En cours de traitement,3
V003217,2023-10-04,14:07:00,P002,Ordinateur portable,899.99,Électronique,3,France,Ville_11_France,PayPal,Annulée,4
V003218,2023-09-19,18:33:00,P012,Enceinte Bluetooth,59.99,Électronique,5,Allemagne,Ville_34_Allemagne,PayPal,Livrée,4
V003219,2023-09-26,21:54:00,P006,Machine à café,79.99,Électroménager,4,France,Ville_38_France,Carte de crédit,Expédiée,5
X003220,2023-02-15,09:18:00,P005,T-shirt,19.99,Vêtements,5,France,Ville_12_France,Google Pay,Annulée,3
V003221,2023-06-23,16:00:00,P019,Couverture chauffante,44.99,Maison,4,France,Ville_29_France,PayPal,En cours de traitement,2
V003222,2023-03-29,02:49:00,P015,Mixeur,34.99,Électroménager,4,France,Ville_11_France,Virement bancaire,Annulée,5
V003223,2023-09-04,13:48:00,P019,Couverture chauffante,44.99,Maison,5,Espagne,Ville_15_Espagne,Apple Pay,En cours de traitement,4
V003224,2023-09-01,07:42:00,P009,Aspirateur robot,199.99,Électroménager,4,France,Ville_40_France,Carte de crédit,Livrée,4
V003225,2023-08-27,13:25:00,P013,Sac à dos,39.99,Accessoires,3,France,Ville_27_France,Google Pay,Livrée,4
V003226,2023-10-12,13:08:00,P011,Roman bestseller,14.99,Livres,4,Allemagne,Ville_11_Allemagne,Google Pay,En cours de traitement,1
V003227,2023-06-17,16:49:00,P007,Tablette,299.99,Électronique,2,France,Ville_27_France,Google Pay,Livrée,3
V003228,2023-09-14,15:23:00,P009,Aspirateur robot,199.99,Électroménager,3,France,Ville_24_France,Virement bancaire,Livrée,1
V003229,2023-04-01,01:43:00,P015,Mixeur,34.99,Électroménager,5,France,Ville_9_France,Virement bancaire,En cours de traitement,2
V003230,2023-07-19,20:04:00,P006,Machine à café,79.99,Électroménager,2,France,Ville_48_France,Google Pay,En cours de traitement,2
V003231,2023-02-13,12:53:00,P011,Roman bestseller,14.99,Livres,5,France,Ville_39_France,Carte de crédit,En cours de traitement,1
V003232,2023-03-29,10:16:00,P017,Stylo de luxe,49.99,Papeterie,4,Italie,Ville_13_Italie,Carte de crédit,Livrée,3
V003233,2023-12-10,08:08:00,P006,Machine à café,79.99,Électroménager,4,France,Ville_40_France,Apple Pay,Annulée,1
V003234,2023-08-04,10:27:00,P016,Tapis de yoga,29.99,Sport,4,France,Ville_41_France,Virement bancaire,Livrée,2
V003235,2023-05-14,07:55:00,P019,Couverture chauffante,44.99,Maison,2,France,Ville_26_France,PayPal,En cours de traitement,1
V003236,2023-07-06,02:58:00,P019,Couverture chauffante,44.99,Maison,3,France,Ville_34_France,Virement bancaire,En cours de traitement,1
V003237,2023-12-14,16:26:00,P007,Tablette,299.99,Électronique,4,France,Ville_39_France,Google Pay,Annulée,4
V003238,2023-02-16,13:11:00,P018,Parfum,69.99,Beauté,1,Allemagne,Ville_5_Allemagne,PayPal,Expédiée,4
V003239,2023-08-11,11:17:00,P012,Enceinte Bluetooth,59.99,Électronique,3,Suisse,Ville_9_Suisse,PayPal,Expédiée,5
V003240,2023-07-04,07:07:00,P006,Machine à café,79.99,Électroménager,4,France,Ville_5_France,Virement bancaire,Annulée,2
V003241,2023-12-12,13:46:00,P010,Montre connectée,129.99,Électronique,4,Allemagne,Ville_11_Allemagne,Carte de crédit,Annulée,5
V003242,2023-12-22,02:58:00,P016,Tapis de yoga,29.99,Sport,5,France,Ville_5_France,Google Pay,En cours de traitement,5
V003243,2023-07-09,07:19:00,P003,Livre de cuisine,24.99,Livres,3,Espagne,Ville_8_Espagne,PayPal,En cours de traitement,3
V003244,2023-02-04,01:48:00,P011,Roman bestseller,14.99,Livres,1,France,Ville_10_France,Virement bancaire,En cours de traitement,4
V003245,2023-07-14,22:13:00,P016,Tapis de yoga,29.99,Sport,3,Suisse,Ville_27_Suisse,Google Pay,Livrée,4
V003246,2023-04-03,16:52:00,P008,Chaussures de sport,89.99,Vêtements,3,France,Ville_14_France,PayPal,En cours de traitement,4
V003247,2023-06-12,05:32:00,P013,Sac à dos,39.99,Accessoires,5,Allemagne,Ville_12_Allemagne,Virement bancaire,Annulée,3
V003248,2023-04-08,21:06:00,P002,Ordinateur portable,899.99,Électronique,2,France,Ville_34_France,Google Pay,En cours de traitement,1
V003249,2023-05-02,05:43:00,P005,T-shirt,19.99,Vêtements,5,Portugal,Ville_5_Portugal,Google Pay,En cours de traitement,2
V003250,2023-06-25,09:48:00,P013,Sac à dos,39.99,Accessoires,3,France,Ville_39_France,Carte de crédit,Annulée,2
V003251,2023-09-10,07:57:00,P009,Aspirateur robot,199.99,Électroménager,5,Allemagne,Ville_12_Allemagne,Virement bancaire,Livrée,1
V003252,2023-07-05,17:15:00,P007,Tablette,299.99,Électronique,1,France,Ville_31_France,Virement bancaire,En cours de traitement,4
V003253,2023-06-05,01:32:00,P015,Mixeur,34.99,Électroménager,1,Pays Inconnu,Ville_41_Allemagne,Apple Pay,Expédiée,4
V003254,2023-02-20,15:46:00,P002,Ordinateur portable,899.99,Électronique,2,France,Ville_8_France,Google Pay,En cours de traitement,5
V003255,2023-08-11,01:48:00,P011,Roman bestseller,14.99,Livres,1,France,Ville_8_France,Carte de crédit,Expédiée,2
V003256,2023-11-06,18:33:00,P009,Aspirateur robot,199.99,Électroménager,4,Allemagne,Ville_45_Allemagne,Carte de crédit,Livrée,2
V003257,2023-03-06,07:45:00,P011,Roman bestseller,14.99,Livres,1,France,Ville_1_France,Virement bancaire,Livrée,3
V003258,2023-06-13,06:22:00,P019,Couverture chauffante,44.99,Maison,2,Belgique,Ville_34_Belgique,PayPal,En cours de traitement,5
V003259,2023-03-13,12:46:00,P003,Livre de cuisine,24.99,Livres,1,France,Ville_49_France,Virement bancaire,Expédiée,5
V003260,2023-03-28,12:51:00,P001,Smartphone,499.99,Électronique,2,Espagne,Ville_12_Espagne,PayPal,En cours de traitement,3
V003261,2023-09-11,19:21:00,P019,Couverture chauffante,44.99,Maison,5,France,Ville_11_France,PayPal,Livrée,3
X003262,2023-09-13,07:50:00,P010,Montre connectée,129.99,Électronique,5,France,Ville_27_France,Virement bancaire,En cours de traitement,4
V003263,2023-12-21,20:27:00,P010,Montre connectée,129.99,Électronique,4,France,Ville_4_France,Carte de crédit,En cours de traitement,4
V003264,2023-01-20,11:52:00,P014,Appareil photo numérique,-349.99,Électronique,4,Espagne,Ville_23_Espagne,Google Pay,Expédiée,4
V003265,2023-07-26,23:05:00,P004,Casque audio sans fil,149.99,Catégorie Invalide,3,France,Ville_49_France,Apple Pay,Livrée,3
V003266,2023-06-17,16:51:00,P010,Montre connectée,129.99,Électronique,4,France,Ville_8_France,Carte de crédit,Expédiée,2
V003267,2023-08-24,21:38:00,P013,Sac à dos,39.99,Accessoires,3,Allemagne,Ville_25_Allemagne,Virement bancaire,Expédiée,3
V003268,2023-10-28,10:09:00,P020,Jeu de société,29.99,Loisirs,3,France,Ville_39_France,Virement bancaire,Annulée,2
V003269,2023-06-20,08:25:00,P014,Appareil photo numérique,349.99,Électronique,4,France,Ville_40_France,Apple Pay,En cours de traitement,3
V003270,2023-04-18,12:53:00,P019,Couverture chauffante,44.99,Maison,5,France,Ville_23_France,Apple Pay,Livrée,5
V003271,2023-11-20,02:16:00,P011,Roman bestseller,14.99,Livres,4,Royaume-Uni,Ville_37_Royaume-Uni,Apple Pay,En cours de traitement,3
V003272,2023-12-01,11:56:00,P019,Couverture chauffante,44.99,Maison,4,France,Ville_43_France,Google Pay,En cours de traitement,5
V003273,2023-11-10,10:49:00,P016,Tapis de yoga,29.99,Sport,4,France,Ville_43_France,Apple Pay,En cours de traitement,4
V003274,2023-07-03,19:38:00,P001,Smartphone,499.99,Électronique,5,Italie,Ville_18_Italie,Virement bancaire,Annulée,5
V003275,2023-02-07,14:29:00,P016,Tapis de yoga,29.99,Sport,2,Italie,Ville_14_Italie,Virement bancaire,Livrée,5
V003276,2023-09-08,13:35:00,P009,Aspirateur robot,199.99,Électroménager,1,France,Ville_50_France,Carte de crédit,En cours de traitement,3
V003277,2023-08-21,20:56:00,P019,Couverture chauffante,44.99,Maison,4,France,Ville_3_France,Carte de crédit,Livrée,5
V003278,2023-02-07,03:31:00,P001,Smartphone,499.99,Électronique,5,France,Ville_8_France,Virement bancaire,Expédiée,4
V003279,2023-01-18,21:00:00,P004,Casque audio sans fil,149.99,Électronique,4,Belgique,Ville_18_Belgique,Carte de crédit,Expédiée,1
V003280,2023-01-07,00:18:00,P005,T-shirt,19.99,Vêtements,0,France,Ville_8_France,Virement bancaire,Expédiée,3
V003281,2023-02-22,09:39:00,P002,Ordinateur portable,899.99,Électronique,5,Royaume-Uni,Ville_11_Royaume-Uni,Carte de crédit,Annulée,2
V003282,2023-09-09,14:33:00,P007,Tablette,299.99,Électronique,3,Allemagne,Ville_16_Allemagne,Carte de crédit,Livrée,1
V003283,2023-10-02,17:08:00,P005,T-shirt,19.99,Vêtements,3,France,Ville_48_France,Virement bancaire,Expédiée,3
V003284,2023-11-01,23:11:00,P008,Chaussures de sport,89.99,Catégorie Invalide,5,Espagne,Ville_27_Espagne,Apple Pay,En cours de traitement,5
V003285,2023-04-14,06:07:00,P013,Sac à dos,39.99,Accessoires,4,France,Ville_43_France,Google Pay,Expédiée,5
V003286,2023-12-07,22:52:00,P008,Chaussures de sport,89.99,Vêtements,2,Espagne,Ville_22_Espagne,Virement bancaire,En cours de traitement,2
V003287,2023-10-07,08:16:00,P011,Roman bestseller,14.99,Livres,4,France,Ville_1_France,Virement bancaire,Livrée,4
V003288,2023-11-22,20:10:00,P008,Chaussures de sport,89.99,Vêtements,1,France,Ville_37_France,PayPal,Annulée,4
V003289,2023-02-04,10:05:00,P009,Aspirateur robot,199.99,Électroménager,4,France,Ville_21_France,Virement bancaire,En cours de traitement,3
V003290,2023-11-22,03:51:00,P010,Montre connectée,129.99,Électronique,4,France,Ville_7_France,Virement bancaire,Expédiée,3
X003291,2023-02-18,03:14:00,P020,Jeu de société,29.99,Loisirs,3,Italie,Ville_3_Italie,Virement bancaire,En cours de traitement,1
V003292,2023-06-26,14:19:00,P011,Roman bestseller,14.99,Livres,2,France,Ville_4_France,Google Pay,Expédiée,3
V003293,2023-07-07,13:39:00,P019,Couverture chauffante,44.99,Maison,4,France,Ville_15_France,PayPal,En cours de traitement,2
V003294,2023-02-22,07:44:00,P004,Casque audio sans fil,149.99,Électronique,4,France,Ville_17_France,Virement bancaire,Annulée,3
V003295,2023-11-23,06:15:00,P001,Smartphone,499.99,Électronique,2,France,Ville_9_France,Carte de crédit,Annulée,1
V003296,2023-04-23,17:13:00,P006,Machine à café,79.99,Électroménager,2,France,Ville_40_France,Google Pay,En cours de traitement,5
V003297,2023-10-09,01:45:00,P017,Stylo de luxe,49.99,Catégorie Invalide,5,Autriche,Ville_36_Autriche,Apple Pay,Annulée,2
V003298,2023-02-07,21:07:00,P010,Montre connectée,129.99,Électronique,2,France,Ville_3_France,PayPal,Annulée,1
V003299,2023-01-30,01:28:00,P014,Appareil photo numérique,349.99,Électronique,2,France,Ville_42_France,Virement bancaire,En cours de traitement,4
V003300,2023-04-27,18:53:00,P014,Appareil photo numérique,349.99,Électronique,4,Royaume-Uni,Ville_36_Royaume-Uni,Google Pay,Livrée,2
V003301,2023-02-04,15:37:00,P008,Chaussures de sport,89.99,Vêtements,4,France,Ville_36_France,Virement bancaire,Livrée,2
V003302,2023-07-15,14:39:00,P010,Montre connectée,129.99,Électronique,3,France,Ville_24_France,Apple Pay,Annulée,2
V003303,2023-05-20,19:09:00,P003,Livre de cuisine,24.99,Livres,5,France,Ville_33_France,Apple Pay,Livrée,2
V003304,2023-05-30,11:17:00,P008,Chaussures de sport,89.99,Vêtements,4,Pays-Bas,Ville_25_Pays-Bas,Google Pay,En cours de traitement,1
V003305,2023-03-20,07:50:00,P011,Roman bestseller,14.99,Livres,5,France,Ville_34_France,Carte de crédit,Expédiée,2
V003306,2023-01-06,00:26:00,P011,Roman bestseller,14.99,Catégorie Invalide,3,Pays-Bas,Ville_21_Pays-Bas,Carte de crédit,Expédiée,1
V003307,2023-12-28,17:20:00,P019,Couverture chauffante,44.99,Maison,4,France,Ville_3_France,Carte de crédit,Expédiée,5
V003308,2023-01-16,21:56:00,P019,Couverture chauffante,44.99,Maison,2,France,Ville_43_France,PayPal,Livrée,3
V003309,2023-12-23,02:43:00,P008,Chaussures de sport,-89.99,Vêtements,3,France,Ville_16_France,Carte de crédit,Livrée,4
V003310,2023-06-25,09:08:00,P014,Appareil photo numérique,349.99,Électronique,5,Pays-Bas,Ville_2_Pays-Bas,PayPal,Annulée,3
V003311,2023-06-01,08:09:00,P011,Roman bestseller,14.99,Livres,4,France,Ville_49_France,Google Pay,En cours de traitement,1
V003312,2023-04-26,07:17:00,P014,Appareil photo numérique,349.99,Électronique,4,France,Ville_30_France,Carte de crédit,En cours de traitement,2
V003313,2023-05-30,14:23:00,P001,Smartphone,499.99,Électronique,1,Allemagne,Ville_17_Allemagne,Carte de crédit,En cours de traitement,1
V003314,2023-07-15,20:56:00,P013,Sac à dos,39.99,Accessoires,2,Portugal,Ville_22_Portugal,Apple Pay,Expédiée,3
V003315,2023-03-09,02:31:00,P020,Jeu de société,29.99,Loisirs,5,France,Ville_49_France,Apple Pay,Livrée,3
V003316,2023-07-10,00:14:00,P019,Couverture chauffante,44.99,Maison,1,Espagne,Ville_25_Espagne,Google Pay,En cours de traitement,3
V003317,2023-01-02,18:54:00,P010,Montre connectée,129.99,Électronique,3,Royaume-Uni,Ville_14_Royaume-Uni,Apple Pay,Livrée,1
V003318,2023-09-01,14:08:00,P005,T-shirt,19.99,Vêtements,5,France,Ville_49_France,PayPal,Expédiée,3
V003319,2023-09-24,16:49:00,P011,Roman bestseller,14.99,Livres,1,France,Ville_47_France,PayPal,En cours de traitement,4
V003320,2023-09-17,12:05:00,P017,Stylo de luxe,49.99,Papeterie,2,France,Ville_46_France,Virement bancaire,En cours de traitement,1
V003321,2023-09-12,14:17:00,P015,Mixeur,34.99,Électroménager,3,France,Ville_13_France,Google Pay,En cours de traitement,5
V003322,2023-04-12,08:14:00,P017,Stylo de luxe,49.99,Papeterie,2,Suisse,Ville_13_Suisse,Carte de crédit,En cours de traitement,2
V003323,2023-02-25,18:29:00,P015,Mixeur,34.99,Électroménager,0,Espagne,Ville_5_Espagne,Apple Pay,Expédiée,2
V003324,2023-04-10,15:19:00,P003,Livre de cuisine,24.99,Livres,5,Espagne,Ville_10_Espagne,Virement bancaire,Expédiée,3
V003325,2023-09-13,17:34:00,P019,Couverture chauffante,44.99,Maison,4,Allemagne,Ville_25_Allemagne,Virement bancaire,Expédiée,4
V003326,2023-11-14,05:12:00,P020,Jeu de société,-29.99,Loisirs,3,Pays-Bas,Ville_19_Pays-Bas,Carte de crédit,Annulée,4
V003327,2023-04-30,03:04:00,P018,Parfum,69.99,Beauté,1,France,Ville_40_France,Google Pay,En cours de traitement,2
V003328,2023-05-17,16:08:00,P019,Couverture chauffante,44.99,Maison,3,France,Ville_6_France,Virement bancaire,En cours de traitement,2
V003329,2023-01-15,15:02:00,P011,Roman bestseller,14.99,Livres,4,Pays Inconnu,Ville_19_Royaume-Uni,Carte de crédit,Livrée,3
V003330,2023-07-02,01:30:00,P001,Smartphone,499.99,Électronique,3,France,Ville_33_France,Google Pay,Expédiée,2
V003331,2023-07-25,15:03:00,P009,Aspirateur robot,199.99,Électroménager,3,France,Ville_7_France,Apple Pay,Livrée,2
V003332,2023-12-13,01:12:00,P009,Aspirateur robot,199.99,Électroménager,5,France,Ville_41_France,Google Pay,Expédiée,4
V003333,2023-10-01,13:35:00,P006,Machine à café,79.99,Électroménager,2,France,Ville_44_France,PayPal,Expédiée,2
V003334,2023-03-07,08:27:00,P004,Casque audio sans fil,149.99,Électronique,2,France,Ville_41_France,Carte de crédit,Livrée,5
V003335,2023-09-23,07:37:00,P009,Aspirateur robot,199.99,Électroménager,4,France,Ville_30_France,PayPal,Annulée,5
V003336,2023-09-29,00:13:00,P017,Stylo de luxe,49.99,Papeterie,1,France,Ville_48_France,Carte de crédit,Annulée,5
V003337,2023-08-13,10:01:00,P011,Roman bestseller,14.99,Livres,5,France,Ville_45_France,Carte de crédit,En cours de traitement,5
V003338,2023-01-05,22:24:00,P016,Tapis de yoga,-29.99,Sport,2,France,Ville_39_France,Virement bancaire,En cours de traitement,5
V003339,2023-08-02,00:52:00,P007,Tablette,299.99,Électronique,4,Allemagne,Ville_3_Allemagne,Apple Pay,En cours de traitement,3
V003340,2023-03-13,08:44:00,P010,Montre connectée,129.99,Électronique,3,France,Ville_2_France,Virement bancaire,Expédiée,2
V003341,2023-04-05,05:14:00,P006,Machine à café,79.99,Électroménager,5,Allemagne,Ville_33_Allemagne,Google Pay,Livrée,2
V003342,2023-08-17,03:55:00,P016,Tapis de yoga,29.99,Sport,1,Espagne,Ville_2_Espagne,Google Pay,Livrée,2
V003343,2023-07-23,07:29:00,P012,Enceinte Bluetooth,59.99,Électronique,1,Espagne,Ville_39_Espagne,Apple Pay,Annulée,5
V003344,2023-12-15,12:21:00,P016,Tapis de yoga,29.99,Sport,4,France,Ville_15_France,Virement bancaire,Annulée,2
